X,Y,Name,Description
-86.683,36.117,,"<table> <tr><td><b>src_id:</b><td>17823 <tr><td><b>Name:</b><td>NASHVILLE/ METROPOLITAN:TN. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17823"">Station details</a></center>"
-35.25,-5.917,,"<table> <tr><td><b>src_id:</b><td>17896 <tr><td><b>Name:</b><td>NATAL AEROPORTO <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17896"">Station details</a></center>"
15.033,12.133,,"<table> <tr><td><b>src_id:</b><td>17748 <tr><td><b>Name:</b><td>NDJAMENA <tr><td><b>Area:</b><td>CHAD <tr><td><b>Start date:</b><td>01-06-1984 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17748"">Station details</a></center>"
125.233,49.167,,"<table> <tr><td><b>src_id:</b><td>17559 <tr><td><b>Name:</b><td>NENJIANG <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17559"">Station details</a></center>"
174.183,-39.017,,"<table> <tr><td><b>src_id:</b><td>17950 <tr><td><b>Name:</b><td>NEW PLYMOUTH AERODROME <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17950"">Station details</a></center>"
-76.883,34.783,,"<table> <tr><td><b>src_id:</b><td>17820 <tr><td><b>Name:</b><td>NEWPORT: NC. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>18-07-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17820"">Station details</a></center>"
2.167,13.483,,"<table> <tr><td><b>src_id:</b><td>17680 <tr><td><b>Name:</b><td>NIAMEY-AERO <tr><td><b>Area:</b><td>NIGER <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17680"">Station details</a></center>"
-165.433,64.5,,"<table> <tr><td><b>src_id:</b><td>17753 <tr><td><b>Name:</b><td>NOME <tr><td><b>Area:</b><td>ALASKA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17753"">Station details</a></center>"
-97.45,35.217,,"<table> <tr><td><b>src_id:</b><td>17825 <tr><td><b>Name:</b><td>NORMAN/MAX WESTHEIMER A: OK. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17825"">Station details</a></center>"
-126.75,65.283,,"<table> <tr><td><b>src_id:</b><td>17765 <tr><td><b>Name:</b><td>NORMAN WELLS: N.W.T. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17765"">Station details</a></center>"
-100.683,41.133,,"<table> <tr><td><b>src_id:</b><td>17847 <tr><td><b>Name:</b><td>NORTH PLATTE/LEE BIRD: NE. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17847"">Station details</a></center>"
-17.033,20.933,,"<table> <tr><td><b>src_id:</b><td>17688 <tr><td><b>Name:</b><td>NOUADHIBOU <tr><td><b>Area:</b><td>MAURITANIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17688"">Station details</a></center>"
166.45,-22.267,,"<table> <tr><td><b>src_id:</b><td>17934 <tr><td><b>Name:</b><td>NOUMEA (NLLE-CALEDONIE) <tr><td><b>Area:</b><td>NEW CALEDONIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17934"">Station details</a></center>"
-122.217,37.733,,"<table> <tr><td><b>src_id:</b><td>17841 <tr><td><b>Name:</b><td>OAKLAND/METROP. OAKLAND INT.:CA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1961 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17841"">Station details</a></center>"
-0.6,35.633,,"<table> <tr><td><b>src_id:</b><td>17662 <tr><td><b>Name:</b><td>ORAN/ES SENIA <tr><td><b>Area:</b><td>ALGERIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17662"">Station details</a></center>"
-1.517,12.35,,"<table> <tr><td><b>src_id:</b><td>17713 <tr><td><b>Name:</b><td>OUAGADOUGOU <tr><td><b>Area:</b><td>BURKINA FASO <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17713"">Station details</a></center>"
-1.933,34.783,,"<table> <tr><td><b>src_id:</b><td>17657 <tr><td><b>Name:</b><td>OUJDA <tr><td><b>Area:</b><td>MOROCCO <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17657"">Station details</a></center>"
174.633,-41.3,,"<table> <tr><td><b>src_id:</b><td>17952 <tr><td><b>Name:</b><td>OUTLOOK HILL <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>22-12-1993 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17952"">Station details</a></center>"
-81.35,19.283,,"<table> <tr><td><b>src_id:</b><td>17880 <tr><td><b>Name:</b><td>OWEN ROBERTS AIRPORTGRAND CAYMAN <tr><td><b>Area:</b><td>CAYMAN ISLANDS <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17880"">Station details</a></center>"
-170.717,-14.333,,"<table> <tr><td><b>src_id:</b><td>17935 <tr><td><b>Name:</b><td>PAGO PAGO/INT.AIRP. <tr><td><b>Area:</b><td>SAMOA & AMERICAN SAMOA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17935"">Station details</a></center>"
2.617,9.35,,"<table> <tr><td><b>src_id:</b><td>17712 <tr><td><b>Name:</b><td>PARAKOU <tr><td><b>Area:</b><td>BENIN <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17712"">Station details</a></center>"
174.983,-40.9,,"<table> <tr><td><b>src_id:</b><td>17951 <tr><td><b>Name:</b><td>PARAPARAUMU AWS <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>01-05-1984 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17951"">Station details</a></center>"
-84.567,33.367,,"<table> <tr><td><b>src_id:</b><td>17807 <tr><td><b>Name:</b><td>PEACHTREE CITY: GA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>29-08-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17807"">Station details</a></center>"
-158.05,-9.0,,"<table> <tr><td><b>src_id:</b><td>17936 <tr><td><b>Name:</b><td>PENRHYN <tr><td><b>Area:</b><td>COOK ISLANDS <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17936"">Station details</a></center>"
-61.35,10.617,,"<table> <tr><td><b>src_id:</b><td>17889 <tr><td><b>Name:</b><td>PIARCO INT. AIRPORT:TRINIDAD <tr><td><b>Area:</b><td>TRINIDAD & TOBAGO <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17889"">Station details</a></center>"
-90.2,51.45,,"<table> <tr><td><b>src_id:</b><td>17783 <tr><td><b>Name:</b><td>PICKLE LAKE:ONT. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1991 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17783"">Station details</a></center>"
106.667,35.55,,"<table> <tr><td><b>src_id:</b><td>17586 <tr><td><b>Name:</b><td>PINGLIANG <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17586"">Station details</a></center>"
-80.217,40.5,,"<table> <tr><td><b>src_id:</b><td>17844 <tr><td><b>Name:</b><td>PITTSBURGH/GREATER PITTSBURGH INT.:PA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17844"">Station details</a></center>"
158.217,6.967,,"<table> <tr><td><b>src_id:</b><td>17927 <tr><td><b>Name:</b><td>PONAPE: CAROLINE IS. <tr><td><b>Area:</b><td>PACIFIC ISLANDS NORTH OF EQUATOR <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17927"">Station details</a></center>"
-59.167,47.567,,"<table> <tr><td><b>src_id:</b><td>17772 <tr><td><b>Name:</b><td>PORT-AUX-BASQUES: NFLD. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1991 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17772"">Station details</a></center>"
70.25,-49.35,,"<table> <tr><td><b>src_id:</b><td>17699 <tr><td><b>Name:</b><td>PORT-AUX-FRANCAIS (ILES KERGUELEN) <tr><td><b>Area:</b><td>OCEAN ISLANDS <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17699"">Station details</a></center>"
-127.367,50.683,,"<table> <tr><td><b>src_id:</b><td>17769 <tr><td><b>Name:</b><td>PORT HARDY:B.C. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17769"">Station details</a></center>"
119.567,-20.1,,"<table> <tr><td><b>src_id:</b><td>17970 <tr><td><b>Name:</b><td>PORT HEDLAND PARDOO <tr><td><b>Area:</b><td>AUSTRALIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17970"">Station details</a></center>"
147.217,-9.433,,"<table> <tr><td><b>src_id:</b><td>17958 <tr><td><b>Name:</b><td>PORT MORESBY M.O. <tr><td><b>Area:</b><td>PAPUA NEW GUINEA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17958"">Station details</a></center>"
-51.183,-30.0,,"<table> <tr><td><b>src_id:</b><td>17903 <tr><td><b>Name:</b><td>PORTO ALEGRE/SALGADO FILHO <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17903"">Station details</a></center>"
-63.917,-8.767,,"<table> <tr><td><b>src_id:</b><td>17897 <tr><td><b>Name:</b><td>PORTO VELHO (AEROPORTO) <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17897"">Station details</a></center>"
28.217,-25.917,,"<table> <tr><td><b>src_id:</b><td>17737 <tr><td><b>Name:</b><td>PRETORIA (IRENE) <tr><td><b>Area:</b><td>SOUTH AFRICA <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17737"">Station details</a></center>"
-122.683,53.883,,"<table> <tr><td><b>src_id:</b><td>17787 <tr><td><b>Name:</b><td>PRINCE GEORGE A: B.C. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17787"">Station details</a></center>"
-73.083,-41.417,,"<table> <tr><td><b>src_id:</b><td>17907 <tr><td><b>Name:</b><td>PUERTO MONTT <tr><td><b>Area:</b><td>CHILE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17907"">Station details</a></center>"
-70.85,-53.0,,"<table> <tr><td><b>src_id:</b><td>17908 <tr><td><b>Name:</b><td>PUNTA ARENAS <tr><td><b>Area:</b><td>CHILE <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17908"">Station details</a></center>"
97.167,31.15,,"<table> <tr><td><b>src_id:</b><td>17604 <tr><td><b>Name:</b><td>QAMDO <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17604"">Station details</a></center>"
120.333,36.067,,"<table> <tr><td><b>src_id:</b><td>17599 <tr><td><b>Name:</b><td>QINGDAO <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17599"">Station details</a></center>"
113.05,23.667,,"<table> <tr><td><b>src_id:</b><td>17642 <tr><td><b>Name:</b><td>QINGYUAN <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1996 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17642"">Station details</a></center>"
-124.55,47.95,,"<table> <tr><td><b>src_id:</b><td>17865 <tr><td><b>Name:</b><td>QUILLAYUTE:WA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17865"">Station details</a></center>"
-71.517,-32.783,,"<table> <tr><td><b>src_id:</b><td>17906 <tr><td><b>Name:</b><td>QUINTERO SANTIAGO <tr><td><b>Area:</b><td>CHILE <tr><td><b>Start date:</b><td>15-07-1997 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17906"">Station details</a></center>"
118.867,28.967,,"<table> <tr><td><b>src_id:</b><td>17635 <tr><td><b>Name:</b><td>QU XIAN <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17635"">Station details</a></center>"
172.017,-43.783,,"<table> <tr><td><b>src_id:</b><td>17954 <tr><td><b>Name:</b><td>RAKAIA <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>22-12-1993 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17954"">Station details</a></center>"
-177.917,-29.25,,"<table> <tr><td><b>src_id:</b><td>17957 <tr><td><b>Name:</b><td>RAOUL ISLAND: KERMADEC IS. <tr><td><b>Area:</b><td>NEW ZEALAND <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17957"">Station details</a></center>"
-144.333,-27.617,,"<table> <tr><td><b>src_id:</b><td>17946 <tr><td><b>Name:</b><td>RAPA <tr><td><b>Area:</b><td>FRENCH POLYNESIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17946"">Station details</a></center>"
-103.2,44.067,,"<table> <tr><td><b>src_id:</b><td>17856 <tr><td><b>Name:</b><td>RAPID CITY/REG.: SD. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17856"">Station details</a></center>"
-159.817,-21.2,,"<table> <tr><td><b>src_id:</b><td>17937 <tr><td><b>Name:</b><td>RAROTONGA <tr><td><b>Area:</b><td>COOK ISLANDS <tr><td><b>Start date:</b><td>10-03-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17937"">Station details</a></center>"
10.4,32.317,,"<table> <tr><td><b>src_id:</b><td>17678 <tr><td><b>Name:</b><td>REMADA <tr><td><b>Area:</b><td>TUNISIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17678"">Station details</a></center>"
-119.8,39.567,,"<table> <tr><td><b>src_id:</b><td>17840 <tr><td><b>Name:</b><td>RENO: NV. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-12-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17840"">Station details</a></center>"
-59.05,-27.45,,"<table> <tr><td><b>src_id:</b><td>17909 <tr><td><b>Name:</b><td>RESISTENCIA AERO. <tr><td><b>Area:</b><td>ARGENTINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17909"">Station details</a></center>"
-94.983,74.717,,"<table> <tr><td><b>src_id:</b><td>17794 <tr><td><b>Name:</b><td>RESOLUTE:N.W.T. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17794"">Station details</a></center>"
-134.967,-23.133,,"<table> <tr><td><b>src_id:</b><td>17943 <tr><td><b>Name:</b><td>RIKITEA <tr><td><b>Area:</b><td>FRENCH POLYNESIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17943"">Station details</a></center>"
-43.25,-22.817,,"<table> <tr><td><b>src_id:</b><td>17900 <tr><td><b>Name:</b><td>RIO DE JANEIRO/GALEAO <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17900"">Station details</a></center>"
-108.483,43.067,,"<table> <tr><td><b>src_id:</b><td>17857 <tr><td><b>Name:</b><td>RIVERTON: WY. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>22-08-1995 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17857"">Station details</a></center>"
88.167,39.033,,"<table> <tr><td><b>src_id:</b><td>17567 <tr><td><b>Name:</b><td>RUOQIANG <tr><td><b>Area:</b><td>CHINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17567"">Station details</a></center>"
32.133,-18.533,,"<table> <tr><td><b>src_id:</b><td>17730 <tr><td><b>Name:</b><td>RUSAPE <tr><td><b>Area:</b><td>ZIMBABWE <tr><td><b>Start date:</b><td>01-04-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17730"">Station details</a></center>"
-60.017,43.933,,"<table> <tr><td><b>src_id:</b><td>17775 <tr><td><b>Name:</b><td>SABLE ISLAND:N.S. <tr><td><b>Area:</b><td>CANADA <tr><td><b>Start date:</b><td>01-01-1977 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17775"">Station details</a></center>"
-123.0,44.9,,"<table> <tr><td><b>src_id:</b><td>17859 <tr><td><b>Name:</b><td>SALEM/MCNARY: OR. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1994 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17859"">Station details</a></center>"
-111.967,40.783,,"<table> <tr><td><b>src_id:</b><td>17848 <tr><td><b>Name:</b><td>SALT LAKE CITY/INTNLUT. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17848"">Station details</a></center>"
-81.717,12.583,,"<table> <tr><td><b>src_id:</b><td>17891 <tr><td><b>Name:</b><td>SAN ANDRES (ISLA)/ SESQUICENTENARIO <tr><td><b>Area:</b><td>COLOMBIA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17891"">Station details</a></center>"
-117.117,32.85,,"<table> <tr><td><b>src_id:</b><td>17819 <tr><td><b>Name:</b><td>SAN DIEGO/MIRAMAR: NAS:CA. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-01-1989 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17819"">Station details</a></center>"
-65.983,18.417,,"<table> <tr><td><b>src_id:</b><td>17883 <tr><td><b>Name:</b><td>SAN JUAN/INT.: PUERTO RICO <tr><td><b>Area:</b><td>PUERTO RICO & U.S. POSSESSIONS <tr><td><b>Start date:</b><td>01-01-1974 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17883"">Station details</a></center>"
-16.25,28.45,,"<table> <tr><td><b>src_id:</b><td>17655 <tr><td><b>Name:</b><td>SANTA CRUZ DE TENE- RIFE: CMZ <tr><td><b>Area:</b><td>SPAIN (CANARY ISLANDS) <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17655"">Station details</a></center>"
-64.267,-36.567,,"<table> <tr><td><b>src_id:</b><td>17911 <tr><td><b>Name:</b><td>SANTA ROSA AERO <tr><td><b>Area:</b><td>ARGENTINA <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17911"">Station details</a></center>"
-106.7,31.867,,"<table> <tr><td><b>src_id:</b><td>17827 <tr><td><b>Name:</b><td>SANTA TERESA: NM. <tr><td><b>Area:</b><td>UNITED STATES OF AMERICA <tr><td><b>Start date:</b><td>01-09-1995 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17827"">Station details</a></center>"
-69.883,18.433,,"<table> <tr><td><b>src_id:</b><td>17882 <tr><td><b>Name:</b><td>SANTO DOMINGO <tr><td><b>Area:</b><td>DOMINICAN REPUBLIC <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17882"">Station details</a></center>"
-46.65,-23.617,,"<table> <tr><td><b>src_id:</b><td>17901 <tr><td><b>Name:</b><td>SAO PAULO/CONGONHAS <tr><td><b>Area:</b><td>BRAZIL <tr><td><b>Start date:</b><td>01-01-1983 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17901"">Station details</a></center>"
18.383,9.15,,"<table> <tr><td><b>src_id:</b><td>17749 <tr><td><b>Name:</b><td>SARH <tr><td><b>Area:</b><td>CHAD <tr><td><b>Start date:</b><td>01-06-1984 <tr><td><b>End date:</b><td>Current </table> <center><a href=""http://badc.nerc.ac.uk/cgi-bin/midas_stations/station_details.cgi.py?id=17749"">Station details</a></center>"
